,ROPOLine,Task Order,Condom Adjusted Task Order,Country,RO Number,PO DO IO Number,Order Number,Prime Line Number,Status Name,TLP Indicator,Order Type,Fulfillment Method,Transportation Mode,Item Tracer Category,Product Category,Item ID,ProductName,UOM,Base Unit,Base Unit Multiplier,Item Volume,Item Volume UOM,Item Weight,Item Weight UOM,Health Element,D365 Health Element,D365 Funding Source,D365 Funding Source Detail,Estimated Lead Time in Days,Emergency Order,Manufacturer Name,Manufacturer Location,Manufacture CountryCountry of Origin,Supplier,Order Pick Up Country,Vendor Incoterm,Destination Incoterm,Unit Price,List Price,Ordered Quantity,Line Total,Shipped Quantity,QAquantity,Delivery Value,Total Actual Freight Costs,In Full (IFD),On Time (OTD),Between -14 and 14,Between -30 and 30,OTIF Categories,OTIF Between -14 and 14,OTIF Between -30 and 30,Average Days Late Binned,Average Days Late,Number of Shipments,Delivery Progress,Line Delivery Status,Agreed Delivery Date,Agreed Delivery Date Year,Agreed Delivery Date Year Month,Agreed Delivery Date Fiscal Year,Agreed Delivery Date Fiscal Quarter Year,Revised Agreed Delivery Date,Revised Agreed Delivery Date Year,Revised Agreed Delivery Date Year Month,Revised Agreed Delivery Date Fiscal Year,Revised Agreed Delivery Date Fiscal Quarter Year,Order Entry Date,Order Entry Date Year,Order Entry Date Year Month,Order Entry Date Fiscal Year,Order Entry Date Fiscal Quarter Year,Requested Delivery Date,Requested Delivery Date Year,Requested Delivery Date Year Month,Requested Delivery Date Fiscal Year,Requested Delivery Date Fiscal Quarter Year,Estimated Delivery Date,Estimated Delivery Date Year,Estimated Delivery Date Year Month,Estimated Delivery Date Fiscal Year,Estimated Delivery Date Fiscal Quarter Year,Latest Actual Delivery Date,Latest Actual Delivery Date Year,Latest Actual Delivery Date Year Month,Latest Actual Delivery Date Fiscal Year,Latest Actual Delivery Date Fiscal Quarter Year,RO Clarified Date,RO Sent Plan Fulfillment Date,RO Sent Sourcing RFX Event Date,Initial PSM Source Approval Date,Recipient Approval Date,USAID Approval Date,PO Released For Fulfillment Date,PO Released For Fulfillment Date Year,PO Released For Fulfillment Date Year Month,PO Released For Fulfillment Date Fiscal Year,PO Released For Fulfillment Date Fiscal Quarter Year,Committed Goods Available Date,Actual Goods Available Date,Actual Cargo Ready Date,QA Complete Date,Max Pick Up Date,Max Ship Date,Max Departure Date,Max Arrival Date,Order Cycle Time,RO on Hold - Client,RO on Hold - Recipient,RO on Hold – Pre-RFxPre-Allocation Stage,RO on Hold – Tech Package Stage,RO on Hold – Supply Planning,On Hold Pending PO Release,On Hold Pending RO Release,Line Item Total Dwell,RO Validation,Sourcing and Planning,USAID Approval,Process PODO,Manufacture,Pick Up,Deliver,Quality Assurance,Reason Code,Reason Text,Changed Field,Reason Code Duration
4750,RO10078193RO10078193_13,TO3,TO3,Senegal,RO10078193,RO10078193_1,RO10078193,3,Shipment Delivered,GSC,Distribution Order,RDC,Air,Injectable Contraceptives,Injectable Contraceptives,100031GNE06D03X,"Depot (SC) Medroxyprogesterone Acetate 104 mg/0.65 mL, Pre-Filled Uniject Device, 1 Syringe                                     ",UNT,Syringe,1.0,7.5e-05,CBM,0.00521,KGM             ,317MISSION,,,,,Y,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DDP,0.85,0.85,244000.0,207400.0,244000.0,0.0,207400.0,15704.96,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-9.0,1.0,2,Delivered - On Time,2020-03-26,2020,2020-03,2020,2020-Q2,2020-01-23,2020,2020-01,2020,2020-Q2,2019-07-03,2019,2019-07,2019,2019-Q4,2019-07-31,2019,2019-07,2019,2019-Q4,2020-01-11,2020,2020-01,2020,2020 Q2,2020-01-14,2020,2020-01,2020,2020-Q2,,,2019-07-05,2019-10-23,2019-10-23,2019-10-24,2019-12-03,2019,2019-12,2020,2020-Q1,2019-12-05,,2019-12-10,,2020-01-07,2020-01-10,2020-01-10,2020-01-14,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,40.0,7.0,28.0,7.0,,AD012,"was a priority #2 Sayana Press release for Pfizer, was released earlier than initially planned once Pfizer's production and shipping hold was lifted",AGREED_DELIVERY_DATE,-63.0
4876,RO10074141RO10074141_11,TO3,TO3,Senegal,RO10074141,RO10074141_1,RO10074141,1,Shipment Delivered,GSC,Distribution Order,RDC,Air,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DDP,0.3,0.3,93600.0,28080.0,93600.0,0.0,28080.0,11924.04,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-08-30,2020,2020-08,2020,2020-Q4,2020-07-17,2020,2020-07,2020,2020-Q4,2019-04-09,2019,2019-04,2019,2019-Q3,2020-08-30,2020,2020-08,2020,2020-Q4,2020-07-13,2020,2020-07,2020,2020 Q4,2020-07-17,2020,2020-07,2020,2020-Q4,,,,2020-04-03,2020-04-08,2020-04-08,2020-05-06,2020,2020-05,2020,2020-Q3,2020-05-11,,2020-05-11,,2020-07-08,2020-07-12,2020-07-12,2020-07-17,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,28.0,5.0,58.0,9.0,,AD012,"Stock was available, the cargo was pushed out earlier to avoid covid-19 related delays which have been recurrent in Senegal, and to ensure the products would be arrived in country in August.",AGREED_DELIVERY_DATE,-44.0
4905,RO10084329PO100137711,TO3,TO1,Tanzania,RO10084329,PO10013771,PO10013771,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Condoms,Male Condoms,103802XUZ0KD0AH,"Male Condom (Latex) Lubricated, Dume Classic, 53 mm, 3 Pcs/Wallet, 24 Wallet/Disp, 2592 Pieces                                  ",CAS,Piece,2592.0,0.052000000000000005,CBM,10.52,KGM             ,311MISSION,,,,,N,Thai Nippon Rubber Industry Ltd.,"Factory 2 - Pinthong Industrial Estate, 789/139 Moo 1 Nonghkam, Sriracha, Chonbury, Thailand 20110",TH,Thai Nippon Rubber Industry Ltd.,Thailand,FCA,DAP,133.2,133.2,4244.0,565300.8,4244.0,0.0,565300.8,58378.41,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-07-14,2020,2020-07,2020,2020-Q4,2020-08-23,2020,2020-08,2020,2020-Q4,2019-11-15,2019,2019-11,2020,2020-Q1,2020-04-30,2020,2020-04,2020,2020-Q3,2020-05-12,2020,2020-05,2020,2020 Q3,2020-08-23,2020,2020-08,2020,2020-Q4,,,,2020-01-06,2020-01-06,2020-01-07,2020-01-21,2020,2020-01,2020,2020-Q2,2020-02-28,2020-03-17,2020-03-10,,2020-03-27,2020-03-30,2020-03-30,2020-08-23,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,14.0,56.0,10.0,149.0,,AD050,"TMARC order awaiting them to pay VAT under new process of importation in TZ, mission unwilling to clear orders for TMARC under new process.",AGREED_DELIVERY_DATE,40.0
4944,RO10056215RO10056215_319,TO3,TO3,Nigeria,RO10056215,RO10056215_3,RO10056215,19,Shipment Delivered,GSC,Distribution Order,RDC,Air,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,226080.0,67824.0,226080.0,0.0,67824.0,16835.08,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-1.0,1.0,2,Delivered - On Time,2020-02-15,2020,2020-02,2020,2020-Q2,2020-01-10,2020,2020-01,2020,2020-Q2,2018-05-31,2018,2018-05,2018,2018-Q3,2019-10-30,2019,2019-10,2020,2020-Q1,2020-01-11,2020,2020-01,2020,2020 Q2,2020-01-09,2020,2020-01,2020,2020-Q2,,2018-06-05,,2018-07-26,2018-08-02,2018-08-03,2019-12-11,2019,2019-12,2020,2020-Q1,2019-12-16,,2019-12-13,,2019-12-18,2020-01-03,2020-01-03,2020-01-09,589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,58.0,1.0,495.0,2.0,5.0,22.0,,AD012,initial ldtime was calculated during the global shortage of Bayer. Bayer release supply earlier than initially planned.,AGREED_DELIVERY_DATE,-36.0
4957,RO10075136RO10075136_12,TO3,TO3,Rwanda,RO10075136,RO10075136_1,RO10075136,2,Shipment Delivered,GSC,Distribution Order,RDC,Air,Implantable Contraceptives,Contraceptive Implants,100129GYV01S04G,"Etonogestrel 68 mg/Rod, 1 Rod Implant, 1 Each                                                                                   ",UNT,Each,1.0,0.00038889,CBM,0.0625,KGM             ,317MISSION,,,,,N,N.V. Organon,"Kloosterstraat 6, NL-5349 AB, Oss, The Netherlands",NL,"Merck, Sharp + Dohme B.V.",Belgium,,DDP,8.5,8.5,44608.0,379168.0,44608.0,0.0,379168.0,11881.96,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,2.0,1.0,2,Delivered - On Time,2020-01-28,2020,2020-01,2020,2020-Q2,2019-11-06,2019,2019-11,2020,2020-Q1,2019-04-15,2019,2019-04,2019,2019-Q3,2019-10-31,2019,2019-10,2020,2020-Q1,2019-11-06,2019,2019-11,2020,2020 Q1,2019-11-08,2019,2019-11,2020,2020-Q1,2019-05-13,,2019-05-13,2019-10-08,2019-10-15,2019-10-15,2019-10-16,2019,2019-10,2020,2020-Q1,2019-10-21,,2019-10-21,,2019-11-04,2019-11-04,2019-11-04,2019-11-08,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,155.0,0.0,1.0,5.0,14.0,4.0,,AD012,"Supply was available earlier than expected, country was interested in getting products early",AGREED_DELIVERY_DATE,-83.0
5011,RO10076203RO10076203_14,TO3,TO3,Rwanda,RO10076203,RO10076203_1,RO10076203,4,Shipment Delivered,GSC,Distribution Order,RDC,Air,Implantable Contraceptives,Contraceptive Implants,100129GYV01S04G,"Etonogestrel 68 mg/Rod, 1 Rod Implant, 1 Each                                                                                   ",UNT,Each,1.0,0.00038889,CBM,0.0625,KGM             ,317MISSION,,,,,N,N.V. Organon,"Kloosterstraat 6, NL-5349 AB, Oss, The Netherlands",NL,"Merck, Sharp + Dohme B.V.",Belgium,,DDP,8.5,8.5,27432.0,233172.0,27432.0,0.0,233172.0,11802.14,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-6.0,1.0,2,Delivered - On Time,2020-04-08,2020,2020-04,2020,2020-Q3,2020-04-08,2020,2020-04,2020,2020-Q3,2019-05-13,2019,2019-05,2019,2019-Q3,2020-01-31,2020,2020-01,2020,2020-Q2,2020-03-27,2020,2020-03,2020,2020 Q2,2020-04-02,2020,2020-04,2020,2020-Q3,,,2019-05-31,2020-02-04,2020-02-05,2020-02-05,2020-03-09,2020,2020-03,2020,2020-Q2,2020-03-13,,2020-03-12,,2020-03-19,2020-03-24,2020-03-24,2020-04-02,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,33.0,3.0,7.0,14.0,,,,,
5058,RO10076112RO10076112_13,TO3,TO3,Mali,RO10076112,RO10076112_1,RO10076112,3,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W04D,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,7.5e-05,CBM,0.00927,KGM             ,317MISSION,,,,,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DDP,0.26,0.26,136080.0,35380.8,136080.0,0.0,35380.8,18775.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-2.0,1.0,2,Delivered - On Time,2019-11-29,2019,2019-11,2020,2020-Q1,2019-11-29,2019,2019-11,2020,2020-Q1,2019-04-25,2019,2019-04,2019,2019-Q3,2019-11-29,2019,2019-11,2020,2020-Q1,2019-11-04,2019,2019-11,2020,2020 Q1,2019-11-27,2019,2019-11,2020,2020-Q1,,,2019-04-25,2019-07-16,2019-07-16,2019-07-16,2019-08-30,2019,2019-08,2019,2019-Q4,2019-09-06,,2019-09-04,,2019-10-09,2019-10-12,2019-10-12,2019-11-27,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,45.0,5.0,35.0,49.0,,,,,
5195,RO10088158RO10088158_27,TO3,TO3,Uganda,RO10088158,RO10088158_2,RO10088158,7,Shipment Delivered,GSC,Distribution Order,RDC,Air,Copper-Bearing Intrauterine Devices,Intrauterine Devices ,100124TYR0EQ1EC,"Copper TCu380A Intrauterine Device, 1 Each                                                                                      ",PCS,Each,1.0,,,0.0084,KGM             ,317MISSION,,,,,N,SMB Corporation of India,"Prem Industrial Estate, Subhash Road, Jogeshwari East, Mumbai, India 400 060",IN,SMB Corporation of India,United Arab Emirates,,DDP,0.3,0.3,30000.0,9000.0,30000.0,0.0,9000.0,10146.01,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-8.0,1.0,2,Delivered - On Time,2020-09-30,2020,2020-09,2020,2020-Q4,2020-09-30,2020,2020-09,2020,2020-Q4,2020-01-08,2020,2020-01,2020,2020-Q2,2020-09-30,2020,2020-09,2020,2020-Q4,2020-10-03,2020,2020-10,2021,2021 Q1,2020-09-22,2020,2020-09,2020,2020-Q4,,2020-02-03,,2020-03-11,2020-03-12,,2020-07-15,2020,2020-07,2020,2020-Q4,2020-07-19,,2020-07-16,,2020-09-13,2020-09-15,2020-09-15,2020-09-22,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,38.0,,,1.0,59.0,9.0,,,,,
5404,RO10082141PO100127491,TO3,TO3,Congo DRC,RO10082141,PO10012749,PO10012749,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Air,Implantable Contraceptives,Contraceptive Implants,103915GYV01S2C7,"Levonorgestrel 75 mg/Rod w/ Trocar, 3 Year Efficacy, 2 Rod Implant, 1 Each                                                      ",PCS,Each,1.0,,,,KGM             ,317MISSION,,,,,N,"Shanghai Dahua Pharmaceutical Co., Ltd.","3503 Changzheng Road, Chongming county, Shanghai, China",CN,DKT International Inc.,United Kingdom,FCA,DAP,6.9,6.9,6000.0,41400.0,6000.0,0.0,41400.0,2030.48,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-07-06,2020,2020-07,2020,2020-Q4,2020-04-13,2020,2020-04,2020,2020-Q3,2019-09-10,2019,2019-09,2019,2019-Q4,2019-12-31,2019,2019-12,2020,2020-Q1,2020-02-27,2020,2020-02,2020,2020 Q2,2020-04-13,2020,2020-04,2020,2020-Q3,,,,2019-09-20,2019-09-20,2019-09-30,2019-11-12,2019,2019-11,2020,2020-Q1,2019-12-19,2019-12-20,2019-12-23,,2020-02-15,2020-02-19,2020-02-19,2020-04-13,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10.0,43.0,38.0,57.0,58.0,,SD000,AGAD added., ,
5482,RO10088158PO100160721,TO3,TO3,Uganda,RO10088158,PO10016072,PO10016072,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Copper-Bearing Intrauterine Devices,Intrauterine Devices ,100124TYR0GQ1EC,"Copper TCu380A Intrauterine Device, 600 Each                                                                                    ",PKG,Each,600.0,0.07316,CBM,9.1,KGM             ,317MISSION,,,,,N,SMB Corporation of India,"Prem Industrial Estate, Subhash Road, Jogeshwari East, Mumbai, India 400 060",IN,SMB Corporation of India,India,FCA,DDP,239.4,239.4,105.0,25137.0,105.0,0.0,25137.0,15437.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-1.0,1.0,2,Delivered - On Time,2020-12-05,2020,2020-12,2021,2021-Q1,2020-11-13,2020,2020-11,2021,2021-Q1,2020-01-08,2020,2020-01,2020,2020-Q2,2020-12-05,2020,2020-12,2021,2021-Q1,2020-10-26,2020,2020-10,2021,2021 Q1,2020-11-12,2020,2020-11,2021,2021-Q1,,2020-02-03,,2020-03-11,2020-03-12,,2020-08-04,2020,2020-08,2020,2020-Q4,2020-08-31,2020-09-02,2020-09-02,,2020-09-28,2020-10-12,2020-10-12,2020-11-12,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,29.0,26.0,45.0,,AD012,Products were made available earlier than planned by the supplier and sent right away according to the covid-19 directive. the country could accept delivery.,AGREED_DELIVERY_DATE,-22.0
5597,RO10082140PO100127421,TO3,TO3,Congo DRC,RO10082140,PO10012742,PO10012742,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Standard Days Method,Standard Days Method,100122XXE01S01C,"Standard Days Method Color-Coded Plastic Beads, 1 Each                                                                          ",PCS,Each,1.0,,,,KGM             ,317MISSION,,,,,N,Cycle Technologies,"Welson Metal and Sanitary, Flat G 19/F Phase I, Superluck Industrial Building, 45-53 Sha Tsui Road, Tsuen Wan NT, Hong Kong",HK,Cycle Technologies,United States,FCA,DAP,1.44,1.44,9000.0,12960.0,9000.0,0.0,12960.0,2511.2,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-08-24,2020,2020-08,2020,2020-Q4,2020-08-06,2020,2020-08,2020,2020-Q4,2019-09-10,2019,2019-09,2019,2019-Q4,2020-03-31,2020,2020-03,2020,2020-Q2,2020-04-15,2020,2020-04,2020,2020 Q3,2020-08-06,2020,2020-08,2020,2020-Q4,2019-09-19,,,2019-09-19,2019-09-27,2019-09-30,2019-11-20,2019,2019-11,2020,2020-Q1,2020-01-20,,2020-01-20,,2020-02-05,2020-02-09,2020-02-09,2020-08-06,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,3.0,51.0,,,183.0,,AD012,"""RDD is 3/31/2020, original ADD was 8/27/2020
Waiver was obtained earlier than expected so PSM can deliver closer to the RDD""",AGREED_DELIVERY_DATE,-21.0
5636,RO10078281PO100123621,TO3,TO3,Madagascar,RO10078281,PO10012362,PO10012362,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,100129GYV01S0AE,"Etonogestrel 68 mg/Rod, 1 Rod Implant, 1 Each                                                                                   ",UNT,Each,1.0,0.0005099999999999999,CBM,0.0625,KGM             ,317MISSION,,,,,N,N.V. Organon,"Kloosterstraat 6, NL-5349 AB, Oss, The Netherlands",NL,"Merck, Sharp + Dohme B.V.",Netherlands,FCA,DAP,8.5,8.5,16776.0,142596.0,16776.0,0.0,142596.0,11988.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-01-22,2020,2020-01,2020,2020-Q2,2019-11-12,2019,2019-11,2020,2020-Q1,2019-07-18,2019,2019-07,2019,2019-Q4,2019-07-19,2019,2019-07,2019,2019-Q4,2019-11-08,2019,2019-11,2020,2020 Q1,2019-11-12,2019,2019-11,2020,2020-Q1,,2019-07-19,,2019-08-09,2019-08-09,2019-08-14,2019-09-09,2019,2019-09,2019,2019-Q4,2019-09-27,2019-09-09,,,2019-09-19,2019-09-25,2019-09-25,2019-11-12,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,26.0,0.0,10.0,54.0,,AD012,"RDD is July 2019, ADD was 01/22/2020.
Due to the global supply shortage of NXT, supply information has been unreliable.
ultimately Merck could release supply earlier than initially planned.",AGREED_DELIVERY_DATE,-366.0
5966,RO10072132PO100118911,TO3,TO3,Tanzania,RO10072132,PO10011891,PO10011891,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W14K,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,,,,KGM             ,317MISSION,,,,,N,Mylan Laboratories Limited,"Plot 1606 to 1609 G.I.D.C., Sarigam, India",IN,Mylan Laboratories Limited,India,FCA,DDP,0.23,0.23,756000.0,173880.0,756000.0,0.0,173880.0,35534.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-14.0,1.0,2,Delivered - On Time,2019-12-02,2019,2019-12,2020,2020-Q1,2019-11-25,2019,2019-11,2020,2020-Q1,2019-04-16,2019,2019-04,2019,2019-Q3,2019-07-31,2019,2019-07,2019,2019-Q4,2019-10-23,2019,2019-10,2020,2020 Q1,2019-11-11,2019,2019-11,2020,2020-Q1,,,,2019-05-01,2019-05-01,2019-05-20,2019-08-28,2019,2019-08,2019,2019-Q4,2019-08-30,,2019-09-13,,2019-09-25,2019-09-30,2019-09-30,2019-11-11,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,100.0,,,47.0,,AD012,"Mylan released the order in 2 consignments, both after the original GAD. PSM negotiated with Mylan that they ship the first release air at their costs, which meant it could arrive earlier than the original ADD, closer to the RDD.",AGREED_DELIVERY_DATE,-7.0
6015,RO10076202RO10076202_12,TO3,TO3,Rwanda,RO10076202,RO10076202_1,RO10076202,2,Shipment Delivered,GSC,Distribution Order,RDC,Air,Implantable Contraceptives,Contraceptive Implants,100130GYV01S08P,"Levonorgestrel 75 mg/Rod w/ Trocar, 5 Year Efficacy, 2 Rod Implant, 1 Each                                                      ",PCS,Each,1.0,0.00014199999999999998,CBM,0.0217,KGM             ,317MISSION,,,,,N,Bayer Schering Pharma Oy,"Pansiontie 47, FI-20210, Turku, Finland",FI,Bayer AG,Belgium,,DDP,8.5,8.5,37400.0,317900.0,37400.0,0.0,317900.0,11881.96,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,2.0,1.0,2,Delivered - On Time,2020-01-28,2020,2020-01,2020,2020-Q2,2019-11-06,2019,2019-11,2020,2020-Q1,2019-04-15,2019,2019-04,2019,2019-Q3,2019-10-31,2019,2019-10,2020,2020-Q1,2019-11-06,2019,2019-11,2020,2020 Q1,2019-11-08,2019,2019-11,2020,2020-Q1,,2019-09-24,2019-05-31,2019-10-08,2019-10-15,2019-10-15,2019-10-16,2019,2019-10,2020,2020-Q1,2019-10-21,,2019-10-21,,2019-11-04,2019-11-04,2019-11-04,2019-11-08,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,21.0,0.0,1.0,5.0,14.0,4.0,,AD012,"Supply was available earlier than originally expected, the country was interested in getting products earlier.",AGREED_DELIVERY_DATE,-83.0
6130,RO10060125RO10060125_12,TO3,TO3,Senegal,RO10060125,RO10060125_1,RO10060125,2,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W04C,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,7.5e-05,CBM,0.01259,KGM             ,317MISSION,,,,,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DDP,0.26,0.26,374400.0,97344.0,374400.0,0.0,97344.0,14579.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-6.0,1.0,2,Delivered - On Time,2019-12-18,2019,2019-12,2020,2020-Q1,2019-11-21,2019,2019-11,2020,2020-Q1,2019-04-09,2019,2019-04,2019,2019-Q3,2019-11-30,2019,2019-11,2020,2020-Q1,2019-11-03,2019,2019-11,2020,2020 Q1,2019-11-15,2019,2019-11,2020,2020-Q1,,,,2019-05-01,2019-05-15,2019-05-15,2019-10-03,2019,2019-10,2020,2020-Q1,2019-10-07,,2019-10-03,,2019-10-15,2019-10-18,2019-10-18,2019-11-15,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,141.0,0.0,12.0,31.0,,AD012,"RDD is 11/30, original ADD was 12/18, PSM was able to deliver closer to the RDD, country was notified as needed",AGREED_DELIVERY_DATE,-27.0
6226,RO10082122RO10082122_919,TO3,TO3,Congo DRC,RO10082122,RO10082122_9,RO10082122,19,Shipment Delivered,GSC,Distribution Order,RDC,Air,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W14K,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,,,,KGM             ,317MISSION,,,,,N,Mylan Laboratories Limited,"Plot 1606 to 1609 G.I.D.C., Sarigam, India",IN,Mylan Laboratories Limited,United Arab Emirates,,DAP,0.23,0.23,84672.0,19474.56,84672.0,0.0,19474.56,10234.8,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-05-19,2020,2020-05,2020,2020-Q3,2020-02-18,2020,2020-02,2020,2020-Q2,2019-09-09,2019,2019-09,2019,2019-Q4,2019-12-31,2019,2019-12,2020,2020-Q1,2020-01-28,2020,2020-01,2020,2020 Q2,2020-02-18,2020,2020-02,2020,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-21,2019,2019-10,2020,2020-Q1,2019-10-28,,2019-10-24,,2020-01-16,2020-01-19,2020-01-19,2020-02-18,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,13.0,3.0,84.0,33.0,,AD012,"RDD is 21/31, ADD was 5/19; the waiver was received earlier than expected to PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-91.0
6228,RO10088250PO100142221,TO3,TO3,Congo DRC,RO10088250,PO10014222,PO10014222,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,103915GYV01S2C7,"Levonorgestrel 75 mg/Rod w/ Trocar, 3 Year Efficacy, 2 Rod Implant, 1 Each                                                      ",PCS,Each,1.0,,,,KGM             ,317MISSION,,,,,N,"Shanghai Dahua Pharmaceutical Co., Ltd.","3503 Changzheng Road, Chongming county, Shanghai, China",CN,DKT International Inc.,United Kingdom,FCA,DAP,6.9,6.9,5000.0,34500.0,5000.0,0.0,34500.0,,Y,N,Y,Y,Not On Time In Full,On Time In Full,On Time In Full,Between 8 and 30,8.0,1.0,2,Delivered - Late,2021-01-14,2021,2021-01,2021,2021-Q2,2021-01-14,2021,2021-01,2021,2021-Q2,2020-01-17,2020,2020-01,2020,2020-Q2,2020-11-30,2020,2020-11,2021,2021-Q1,2020-10-28,2020,2020-10,2021,2021 Q1,2021-01-22,2021,2021-01,2021,2021-Q2,,,2020-02-10,2020-02-26,2020-02-26,2020-02-27,2020-03-26,2020,2020-03,2020,2020-Q2,2020-07-02,2020-07-01,2020-07-21,,2020-08-06,2020-08-10,2020-08-10,2021-01-22,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,1.0,28.0,97.0,36.0,169.0,,SD000,AGAD added., ,
