,ROPOLine,Task Order,Condom Adjusted Task Order,Country,RO Number,PO DO IO Number,Order Number,Prime Line Number,Status Name,TLP Indicator,Order Type,Fulfillment Method,Transportation Mode,Item Tracer Category,Product Category,Item ID,ProductName,UOM,Base Unit,Base Unit Multiplier,Item Volume,Item Volume UOM,Item Weight,Item Weight UOM,Health Element,D365 Health Element,D365 Funding Source,D365 Funding Source Detail,Estimated Lead Time in Days,Emergency Order,Manufacturer Name,Manufacturer Location,Manufacture CountryCountry of Origin,Supplier,Order Pick Up Country,Vendor Incoterm,Destination Incoterm,Unit Price,List Price,Ordered Quantity,Line Total,Shipped Quantity,QAquantity,Delivery Value,Total Actual Freight Costs,In Full (IFD),On Time (OTD),Between -14 and 14,Between -30 and 30,OTIF Categories,OTIF Between -14 and 14,OTIF Between -30 and 30,Average Days Late Binned,Average Days Late,Number of Shipments,Delivery Progress,Line Delivery Status,Agreed Delivery Date,Agreed Delivery Date Year,Agreed Delivery Date Year Month,Agreed Delivery Date Fiscal Year,Agreed Delivery Date Fiscal Quarter Year,Revised Agreed Delivery Date,Revised Agreed Delivery Date Year,Revised Agreed Delivery Date Year Month,Revised Agreed Delivery Date Fiscal Year,Revised Agreed Delivery Date Fiscal Quarter Year,Order Entry Date,Order Entry Date Year,Order Entry Date Year Month,Order Entry Date Fiscal Year,Order Entry Date Fiscal Quarter Year,Requested Delivery Date,Requested Delivery Date Year,Requested Delivery Date Year Month,Requested Delivery Date Fiscal Year,Requested Delivery Date Fiscal Quarter Year,Estimated Delivery Date,Estimated Delivery Date Year,Estimated Delivery Date Year Month,Estimated Delivery Date Fiscal Year,Estimated Delivery Date Fiscal Quarter Year,Latest Actual Delivery Date,Latest Actual Delivery Date Year,Latest Actual Delivery Date Year Month,Latest Actual Delivery Date Fiscal Year,Latest Actual Delivery Date Fiscal Quarter Year,RO Clarified Date,RO Sent Plan Fulfillment Date,RO Sent Sourcing RFX Event Date,Initial PSM Source Approval Date,Recipient Approval Date,USAID Approval Date,PO Released For Fulfillment Date,PO Released For Fulfillment Date Year,PO Released For Fulfillment Date Year Month,PO Released For Fulfillment Date Fiscal Year,PO Released For Fulfillment Date Fiscal Quarter Year,Committed Goods Available Date,Actual Goods Available Date,Actual Cargo Ready Date,QA Complete Date,Max Pick Up Date,Max Ship Date,Max Departure Date,Max Arrival Date,Order Cycle Time,RO on Hold - Client,RO on Hold - Recipient,RO on Hold – Pre-RFxPre-Allocation Stage,RO on Hold – Tech Package Stage,RO on Hold – Supply Planning,On Hold Pending PO Release,On Hold Pending RO Release,Line Item Total Dwell,RO Validation,Sourcing and Planning,USAID Approval,Process PODO,Manufacture,Pick Up,Deliver,Quality Assurance,Reason Code,Reason Text,Changed Field,Reason Code Duration
2790,RO10090221PO100162874,TO3,TO3,Bangladesh,RO10090221,PO10016287,PO10016287,4,Shipment Delivered,GSC,Purchase Order,Direct Drop,Land,Injectable Contraceptives,Injectable Contraceptives,100125GPA08P32Y,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, SR, 1 Vial                                                        ",UNT,Vial,1.0,5e-05,CBM,0.0125,KGM             ,317MISSION,,,,,N,Incepta Pharmaceuticals Ltd,"Unit 1, Injectable Potent Drug (IPD) Krishnapura, Sahabelishor, Dhamrai, Dhaka, Bangladesh",BD,Incepta Pharmaceuticals Ltd,Bangladesh,DDP,DAP,0.53,0.53,298080.0,157982.4,298080.0,0.0,157982.4,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,3.0,1.0,2,Delivered - On Time,2021-01-05,2021,2021-01,2021,2021-Q2,2020-12-15,2020,2020-12,2021,2021-Q1,2020-02-27,2020,2020-02,2020,2020-Q2,2020-11-27,2020,2020-11,2021,2021-Q1,2020-12-15,2020,2020-12,2021,2021 Q1,2020-12-18,2020,2020-12,2021,2021-Q1,,,,2020-07-24,2020-07-27,2020-07-28,2020-08-21,2020,2020-08,2020,2020-Q4,2020-12-15,,,,,2021-12-12,,,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,24.0,,,,,AD012,"RDD is 12/1/20 ADD was 1/5/21 Initial request 1.2mi in Oct 20. Due to supply, 4 consignments were agreed. Supplier could release supply earlier so delivery was closer to RDD. RO is DDP, so supplier-recipient directly agreed on delivery date",AGREED_DELIVERY_DATE,-21.0
2953,RO10082138RO10082138_1717,TO3,TO3,Congo DRC,RO10082138,RO10082138_17,RO10082138,17,Shipment Delivered,GSC,Distribution Order,RDC,Air,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,20160.0,6048.0,20160.0,0.0,6048.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-3.0,1.0,2,Delivered - On Time,2020-04-28,2020,2020-04,2020,2020-Q3,2020-03-12,2020,2020-03,2020,2020-Q2,2019-09-10,2019,2019-09,2019,2019-Q4,2020-03-31,2020,2020-03,2020,2020-Q2,2020-02-15,2020,2020-02,2020,2020 Q2,2020-03-09,2020,2020-03,2020,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019,2019-10,2020,2020-Q1,2019-10-21,,2019-10-18,,2020-02-11,2020-02-13,2020-02-13,2020-03-09,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,9.0,116.0,27.0,,AD012,"""RDD was 3/31/2020, original ADD was 4/28/2020
Waiver was obtained earlier than expected so PSM can deliver closer to the RDD.""",AGREED_DELIVERY_DATE,-47.0
3326,RO10082138RO10082138_1920,TO3,TO3,Congo DRC,RO10082138,RO10082138_19,RO10082138,20,Shipment Delivered,GSC,Distribution Order,RDC,Air,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,22320.0,6696.0,22320.0,0.0,6696.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-04-28,2020,2020-04,2020,2020-Q3,2020-03-12,2020,2020-03,2020,2020-Q2,2019-09-10,2019,2019-09,2019,2019-Q4,2020-03-31,2020,2020-03,2020,2020-Q2,2020-02-15,2020,2020-02,2020,2020 Q2,2020-03-12,2020,2020-03,2020,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019,2019-10,2020,2020-Q1,2019-10-21,,2019-10-18,,2020-02-11,2020-02-13,2020-02-13,2020-03-12,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,9.0,116.0,30.0,,AD012,"""RDD was 12/31/2019, original ADD was 7/6/2020
Waiver was obtained earlier than expected so PSM can deliver closer to the RDD.""",AGREED_DELIVERY_DATE,-47.0
3487,RO10109120PO100174281,TO3,TO3,Malawi,RO10109120,PO10017428,PO10017428,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Air,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,Denmark,FCA,DDP,0.7759999999999999,0.78,20000.0,15520.0,20000.0,0.0,15520.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-02-19,2021,2021-02,2021,2021-Q2,2020-12-24,2020,2020-12,2021,2021-Q1,2020-08-31,2020,2020-08,2020,2020-Q4,2020-12-01,2020,2020-12,2021,2021-Q1,2020-12-18,2020,2020-12,2021,2021 Q1,2020-12-24,2020,2020-12,2021,2021-Q1,,,,2020-11-05,2020-11-06,2020-11-06,2020-11-20,2020,2020-11,2021,2021-Q1,2020-12-07,2020-11-20,2020-11-23,,2020-12-15,2020-12-15,2020-12-15,2020-12-24,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14.0,0.0,25.0,9.0,,AD012,"RDD is 12/1/20, orig ADD was 2/19/21.
supplier could release supply earlier than expected thx to internal order re-allocation, so PSM could deliver closer to the RDD, before the blackout period, & shipping according to the GSC director's directive",AGREED_DELIVERY_DATE,-57.0
3843,RO10082137RO10082137_524,TO3,TO3,Congo DRC,RO10082137,RO10082137_5,RO10082137,24,Shipment Delivered,GSC,Distribution Order,RDC,Air,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DAP,0.88,0.88,2000.0,1760.0,2000.0,0.0,1760.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-3.0,1.0,2,Delivered - On Time,2020-04-28,2020,2020-04,2020,2020-Q3,2020-03-12,2020,2020-03,2020,2020-Q2,2019-09-10,2019,2019-09,2019,2019-Q4,2019-12-31,2019,2019-12,2020,2020-Q1,2020-02-15,2020,2020-02,2020,2020 Q2,2020-03-09,2020,2020-03,2020,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019,2019-10,2020,2020-Q1,2019-10-16,,2019-10-16,,2020-02-06,2020-02-13,2020-02-13,2020-03-09,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,7.0,113.0,32.0,,AD012,"""RDD was 12/31/2019, original ADD was 4/28/2020
Waiver was obtained earlier than expected so PSM can deliver closer to the RDD.""",AGREED_DELIVERY_DATE,-47.0
4163,RO10110201PO100170431,TO3,TO3,Malawi,RO10110201,PO10017043,PO10017043,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Air,Implantable Contraceptives,Contraceptive Implants,100129GYV01S04G,"Etonogestrel 68 mg/Rod, 1 Rod Implant, 1 Each                                                                                   ",UNT,Each,1.0,0.00038889,CBM,0.0625,KGM             ,317MISSION,,,,,N,N.V. Organon,"Kloosterstraat 6, NL-5349 AB, Oss, The Netherlands",NL,"Merck, Sharp + Dohme B.V.",Netherlands,FCA,DDP,8.5,8.5,12816.0,108936.0,12816.0,0.0,108936.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-01-31,2021,2021-01,2021,2021-Q2,2020-12-17,2020,2020-12,2021,2021-Q1,2020-09-10,2020,2020-09,2020,2020-Q4,2021-01-31,2021,2021-01,2021,2021-Q2,2020-12-11,2020,2020-12,2021,2021 Q1,2020-12-17,2020,2020-12,2021,2021-Q1,,,2020-09-23,2020-09-25,2020-09-30,2020-09-30,2020-11-12,2020,2020-11,2021,2021-Q1,2020-12-14,2020-11-20,2020-11-19,,2020-12-07,2020-12-09,2020-12-09,2020-12-17,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,43.0,8.0,17.0,10.0,,AD012,"Merck could release production earlier than initially planned following some order re-prioritization. Also shipment was organized right away accdg to the GSC director directive, all the more as the blackout period of the end of the year had to be avoided",AGREED_DELIVERY_DATE,-45.0
4296,RO10088245PO100144031,TO3,TO3,Congo DRC,RO10088245,PO10014403,PO10014403,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,100129GYV01S0AE,"Etonogestrel 68 mg/Rod, 1 Rod Implant, 1 Each                                                                                   ",UNT,Each,1.0,0.0005099999999999999,CBM,0.0625,KGM             ,317MISSION,,,,,N,N.V. Organon,"Kloosterstraat 6, NL-5349 AB, Oss, The Netherlands",NL,"Merck, Sharp + Dohme B.V.",Netherlands,FCA,DAP,8.5,8.5,1224.0,10404.0,1224.0,0.0,10404.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-04-01,2021,2021-04,2021,2021-Q3,2021-01-14,2021,2021-01,2021,2021-Q2,2020-01-17,2020,2020-01,2020,2020-Q2,2020-04-01,2020,2020-04,2020,2020-Q3,2020-10-31,2020,2020-10,2021,2021 Q1,2021-01-14,2021,2021-01,2021,2021-Q2,,,2020-02-06,2020-03-10,2020-03-10,2020-03-12,2020-04-01,2020,2020-04,2020,2020-Q3,2020-08-14,2020-07-20,2020-08-11,,2020-08-28,2020-09-01,2020-09-01,2021-01-14,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,2.0,20.0,110.0,39.0,139.0,,AD012,"RDD was 4/1/2020; original ADD was 4/1/2021 due to the global shortage and allocation of NXT w/ CPG. Production for DRC was allocated earlier than initially planned and the waiver leadtime was shorter than usual, so PSM could deliver earlier.",AGREED_DELIVERY_DATE,-77.0
4628,RO10110200PO100173891,TO3,TO3,Malawi,RO10110200,PO10017389,PO10017389,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Air,Emergency Oral Contraceptives,Oral Contraceptives,100134AAA06H14L,"Levonorgestrel 0.75 mg Tablet, 2 Tablets                                                                                        ",PKG,Tablet,2.0,,,0.01035,KGM             ,317MISSION,,,,,N,Mylan Laboratories Limited,"Plot No. 20 + 21, Pharmez, Ahmedabad, India",IN,Mylan laboratories Limited,India,FCR,DDP,0.28,0.28,100800.0,28224.0,100800.0,0.0,28224.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-11.0,1.0,2,Delivered - On Time,2021-01-31,2021,2021-01,2021,2021-Q2,2021-01-31,2021,2021-01,2021,2021-Q2,2020-09-10,2020,2020-09,2020,2020-Q4,2021-01-31,2021,2021-01,2021,2021-Q2,2021-01-07,2021,2021-01,2021,2021 Q2,2021-01-20,2021,2021-01,2021,2021-Q2,,,2020-10-07,2020-10-27,2020-10-29,2020-11-01,2020-11-24,2020,2020-11,2021,2021-Q1,2020-12-10,2020-12-10,2020-12-10,,2021-01-01,2021-01-04,2021-01-04,2021-01-20,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,22.0,3.0,23.0,16.0,22.0,19.0,,,,,
4636,RO10084328PO100135822,TO3,TO3,Tanzania,RO10084328,PO10013582,PO10013582,2,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Emergency Oral Contraceptives,Oral Contraceptives,100134AAA06H14L,"Levonorgestrel 0.75 mg Tablet, 2 Tablets                                                                                        ",PKG,Tablet,2.0,,,0.01035,KGM             ,317MISSION,,,,,N,Mylan Laboratories Limited,"Plot No. 20 + 21, Pharmez, Ahmedabad, India",IN,Mylan laboratories Limited,India,FCA,DAP,0.28,0.28,250000.0,70000.0,250000.0,0.0,70000.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-1.0,1.0,2,Delivered - On Time,2020-06-12,2020,2020-06,2020,2020-Q3,2021-01-17,2021,2021-01,2021,2021-Q2,2019-11-15,2019,2019-11,2020,2020-Q1,2020-02-29,2020,2020-02,2020,2020-Q2,2020-07-28,2020,2020-07,2020,2020 Q4,2021-01-16,2021,2021-01,2021,2021-Q2,,,,2019-12-04,2019-12-05,2019-12-06,2020-02-20,2020,2020-02,2020,2020-Q2,2020-02-29,2020-05-07,2020-05-26,,2020-06-06,2020-06-08,2020-06-08,2021-01-16,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,76.0,77.0,30.0,224.0,,AD070,"RO impacted by covid-19 (supplier): supplier is in Mumbai, all cargo in/out India delayed, regulatory restrictions, covid-19 management, partial production.
also unreliable TMDA ldtimes made ldtime projections unreliable. ADD is aligned w/ actual DD.",AGREED_DELIVERY_DATE,1.0
6228,RO10088250PO100142221,TO3,TO3,Congo DRC,RO10088250,PO10014222,PO10014222,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,103915GYV01S2C7,"Levonorgestrel 75 mg/Rod w/ Trocar, 3 Year Efficacy, 2 Rod Implant, 1 Each                                                      ",PCS,Each,1.0,,,,KGM             ,317MISSION,,,,,N,"Shanghai Dahua Pharmaceutical Co., Ltd.","3503 Changzheng Road, Chongming county, Shanghai, China",CN,DKT International Inc.,United Kingdom,FCA,DAP,6.9,6.9,5000.0,34500.0,5000.0,0.0,34500.0,,Y,N,Y,Y,Not On Time In Full,On Time In Full,On Time In Full,Between 8 and 30,8.0,1.0,2,Delivered - Late,2021-01-14,2021,2021-01,2021,2021-Q2,2021-01-14,2021,2021-01,2021,2021-Q2,2020-01-17,2020,2020-01,2020,2020-Q2,2020-11-30,2020,2020-11,2021,2021-Q1,2020-10-28,2020,2020-10,2021,2021 Q1,2021-01-22,2021,2021-01,2021,2021-Q2,,,2020-02-10,2020-02-26,2020-02-26,2020-02-27,2020-03-26,2020,2020-03,2020,2020-Q2,2020-07-02,2020-07-01,2020-07-21,,2020-08-06,2020-08-10,2020-08-10,2021-01-22,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,1.0,28.0,97.0,36.0,169.0,,SD000,AGAD added., ,
6821,RO10082137RO10082137_720,TO3,TO3,Congo DRC,RO10082137,RO10082137_7,RO10082137,20,Shipment Delivered,GSC,Distribution Order,RDC,Air,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DAP,0.88,0.88,6400.0,5632.0,6400.0,0.0,5632.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-04-28,2020,2020-04,2020,2020-Q3,2020-03-06,2020,2020-03,2020,2020-Q2,2019-09-10,2019,2019-09,2019,2019-Q4,2019-12-31,2019,2019-12,2020,2020-Q1,2020-02-15,2020,2020-02,2020,2020 Q2,2020-03-06,2020,2020-03,2020,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019,2019-10,2020,2020-Q1,2019-10-16,,2019-10-16,,2020-02-06,2020-02-13,2020-02-13,2020-03-06,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,7.0,113.0,29.0,,AD012,"RDD is 12/31/2019, ADD was 4/28; the waiver was received earlier than expected so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-53.0
6905,RO10088244RO10088244_616,TO3,TO3,Congo DRC,RO10088244,RO10088244_6,RO10088244,16,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W04D,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,7.5e-05,CBM,0.00927,KGM             ,317MISSION,,,,,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.26,0.26,15840.0,4118.4,15840.0,0.0,4118.4,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-12-25,2020,2020-12,2021,2021-Q1,2020-12-04,2020,2020-12,2021,2021-Q1,2020-01-17,2020,2020-01,2020,2020-Q2,2020-12-01,2020,2020-12,2021,2021-Q1,2020-09-06,2020,2020-09,2020,2020 Q4,2020-12-04,2020,2020-12,2021,2021-Q1,,,,2020-03-13,2020-03-13,2020-03-20,2020-05-12,2020,2020-05,2020,2020-Q3,2020-05-15,,2020-06-25,,2020-07-09,2020-07-20,2020-07-20,2020-12-04,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7.0,53.0,44.0,14.0,148.0,,AD012,"RDD was 12/1; original ADD was 12/25. The waiver leadtime was shorter than usual, so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-21.0
7118,RO10088245PO100144041,TO3,TO3,Congo DRC,RO10088245,PO10014404,PO10014404,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,100129GYV01S0AE,"Etonogestrel 68 mg/Rod, 1 Rod Implant, 1 Each                                                                                   ",UNT,Each,1.0,0.0005099999999999999,CBM,0.0625,KGM             ,317MISSION,,,,,N,N.V. Organon,"Kloosterstraat 6, NL-5349 AB, Oss, The Netherlands",NL,"Merck, Sharp + Dohme B.V.",Netherlands,FCA,DAP,8.5,8.5,5040.0,42840.0,5040.0,0.0,42840.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-04-01,2021,2021-04,2021,2021-Q3,2021-01-19,2021,2021-01,2021,2021-Q2,2020-01-17,2020,2020-01,2020,2020-Q2,2020-04-01,2020,2020-04,2020,2020-Q3,2020-10-31,2020,2020-10,2021,2021 Q1,2021-01-19,2021,2021-01,2021,2021-Q2,,,2020-02-06,2020-03-10,2020-03-10,2020-03-12,2020-04-01,2020,2020-04,2020,2020-Q3,2020-08-14,2020-07-20,2020-08-11,,2020-08-28,2020-09-01,2020-09-01,2021-01-19,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,2.0,20.0,110.0,39.0,144.0,,AD012,"RDD was 4/1/2020; original ADD was 4/1/2021 due to the global shortage and allocation of NXT w/ CPG. Production for DRC was allocated earlier than initially planned and the waiver leadtime was shorter than usual, so PSM could deliver earlier.",AGREED_DELIVERY_DATE,-72.0
7533,RO10088245PO100144081,TO3,TO3,Congo DRC,RO10088245,PO10014408,PO10014408,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,100129GYV01S0AE,"Etonogestrel 68 mg/Rod, 1 Rod Implant, 1 Each                                                                                   ",UNT,Each,1.0,0.0005099999999999999,CBM,0.0625,KGM             ,317MISSION,,,,,N,N.V. Organon,"Kloosterstraat 6, NL-5349 AB, Oss, The Netherlands",NL,"Merck, Sharp + Dohme B.V.",Netherlands,FCA,DAP,8.5,8.5,2880.0,24480.0,2880.0,0.0,24480.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-04-01,2021,2021-04,2021,2021-Q3,2021-01-28,2021,2021-01,2021,2021-Q2,2020-01-17,2020,2020-01,2020,2020-Q2,2020-04-01,2020,2020-04,2020,2020-Q3,2020-10-31,2020,2020-10,2021,2021 Q1,2021-01-28,2021,2021-01,2021,2021-Q2,,,2020-02-06,2020-03-10,2020-03-10,2020-03-12,2020-04-01,2020,2020-04,2020,2020-Q3,2020-08-14,2020-07-20,2020-08-11,,2020-08-28,2020-09-01,2020-09-01,2021-01-28,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,2.0,20.0,110.0,39.0,153.0,,AD012,"RDD was 4/1/2020; original ADD was 4/1/2021 due to the global shortage and allocation of NXT w/ CPG. Production for DRC was allocated earlier than initially planned and the waiver leadtime was shorter than usual, so PSM could deliver earlier.",AGREED_DELIVERY_DATE,-63.0
7742,RO10088245PO100144061,TO3,TO3,Congo DRC,RO10088245,PO10014406,PO10014406,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,100129GYV01S0AE,"Etonogestrel 68 mg/Rod, 1 Rod Implant, 1 Each                                                                                   ",UNT,Each,1.0,0.0005099999999999999,CBM,0.0625,KGM             ,317MISSION,,,,,N,N.V. Organon,"Kloosterstraat 6, NL-5349 AB, Oss, The Netherlands",NL,"Merck, Sharp + Dohme B.V.",Netherlands,FCA,DAP,8.5,8.5,19800.0,168300.0,19800.0,0.0,168300.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-04-01,2021,2021-04,2021,2021-Q3,2021-01-12,2021,2021-01,2021,2021-Q2,2020-01-17,2020,2020-01,2020,2020-Q2,2020-04-01,2020,2020-04,2020,2020-Q3,2020-10-31,2020,2020-10,2021,2021 Q1,2021-01-12,2021,2021-01,2021,2021-Q2,,,2020-02-06,2020-03-10,2020-03-10,2020-03-12,2020-04-01,2020,2020-04,2020,2020-Q3,2020-08-14,2020-07-20,2020-08-11,,2020-08-28,2020-09-01,2020-09-01,2021-01-12,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,2.0,20.0,110.0,39.0,137.0,,AD012,"RDD was 4/1/2020; original ADD was 4/1/2021 due to the global shortage and allocation of NXT w/ CPG. Production for DRC was allocated earlier than initially planned and the waiver leadtime was shorter than usual, so PSM could deliver earlier.",AGREED_DELIVERY_DATE,-79.0
8366,RO10088250PO100142271,TO3,TO3,Congo DRC,RO10088250,PO10014227,PO10014227,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,103915GYV01S2C7,"Levonorgestrel 75 mg/Rod w/ Trocar, 3 Year Efficacy, 2 Rod Implant, 1 Each                                                      ",PCS,Each,1.0,,,,KGM             ,317MISSION,,,,,N,"Shanghai Dahua Pharmaceutical Co., Ltd.","3503 Changzheng Road, Chongming county, Shanghai, China",CN,DKT International Inc.,United Kingdom,FCA,DAP,6.9,6.9,4000.0,27600.0,4000.0,0.0,27600.0,,Y,N,N,Y,Not On Time In Full,Not On Time In Full,On Time In Full,Between 8 and 30,15.0,1.0,2,Delivered - Late,2021-01-14,2021,2021-01,2021,2021-Q2,2021-01-14,2021,2021-01,2021,2021-Q2,2020-01-17,2020,2020-01,2020,2020-Q2,2020-11-30,2020,2020-11,2021,2021-Q1,2020-10-28,2020,2020-10,2021,2021 Q1,2021-01-29,2021,2021-01,2021,2021-Q2,,,2020-02-10,2020-02-26,2020-02-26,2020-02-27,2020-03-26,2020,2020-03,2020,2020-Q2,2020-07-02,2020-07-01,2020-07-21,,2020-08-06,2020-08-10,2020-08-10,2021-01-29,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,1.0,28.0,97.0,36.0,176.0,,SD000,AGAD added., ,
