,ROPOLine,Task Order,Condom Adjusted Task Order,Country,RO Number,PO DO IO Number,Order Number,Prime Line Number,Status Name,TLP Indicator,Order Type,Fulfillment Method,Transportation Mode,Item Tracer Category,Product Category,Item ID,ProductName,UOM,Base Unit,Base Unit Multiplier,Country Registration Status,Item Volume,Item Volume UOM,Item Weight,Item Weight UOM,Health Element,D365 Health Element,D365 Funding Source,D365 Funding Source Detail,Estimated Lead Time in Days,Emergency Order,Manufacturer Name,Manufacturer Location,Manufacture CountryCountry of Origin,Supplier,Order Pick Up Country,Vendor Incoterm,Destination Incoterm,Unit Price,List Price,Ordered Quantity,Line Total,Shipped Quantity,QAquantity,Delivery Value,Total Actual Freight Costs,In Full (IFD),On Time (OTD),Between -14 and 14,Between -30 and 30,OTIF Categories,OTIF Between -14 and 14,OTIF Between -30 and 30,Average Days Late Binned,Average Days Late,Number of Shipments,Delivery Progress,Line Delivery Status,Agreed Delivery Date,Agreed Delivery Date Year,Agreed Delivery Date Year Month,Agreed Delivery Date Fiscal Year,Agreed Delivery Date Fiscal Quarter Year,Revised Agreed Delivery Date,Revised Agreed Delivery Date Year,Revised Agreed Delivery Date Year Month,Revised Agreed Delivery Date Fiscal Year,Revised Agreed Delivery Date Fiscal Quarter Year,Order Entry Date,Order Entry Date Year,Order Entry Date Year Month,Order Entry Date Fiscal Year,Order Entry Date Fiscal Quarter Year,Requested Delivery Date,Requested Delivery Date Year,Requested Delivery Date Year Month,Requested Delivery Date Fiscal Year,Requested Delivery Date Fiscal Quarter Year,Estimated Delivery Date,Estimated Delivery Date Year,Estimated Delivery Date Year Month,Estimated Delivery Date Fiscal Year,Estimated Delivery Date Fiscal Quarter Year,Latest Actual Delivery Date,Latest Actual Delivery Date Year,Latest Actual Delivery Date Year Month,Latest Actual Delivery Date Fiscal Year,Latest Actual Delivery Date Fiscal Quarter Year,RO Clarified Date,RO Sent Plan Fulfillment Date,RO Sent Sourcing RFX Event Date,Initial PSM Source Approval Date,Recipient Approval Date,USAID Approval Date,PO Released For Fulfillment Date,PO Released For Fulfillment Date Year,PO Released For Fulfillment Date Year Month,PO Released For Fulfillment Date Fiscal Year,PO Released For Fulfillment Date Fiscal Quarter Year,Committed Goods Available Date,Actual Goods Available Date,Actual Cargo Ready Date,QA Complete Date,Max Pick Up Date,Max Ship Date,Max Departure Date,Max Arrival Date,Order Cycle Time,RO on Hold - Client,RO on Hold - Recipient,RO on Hold – Pre-RFxPre-Allocation Stage,RO on Hold – Tech Package Stage,RO on Hold – Supply Planning,On Hold Pending PO Release,On Hold Pending RO Release,Line Item Total Dwell,RO Validation,Sourcing and Planning,USAID Approval,Process PODO,Manufacture,Pick Up,Deliver,Quality Assurance,Reason Code,Reason Text,Changed Field,Reason Code Duration
7950,RO10108404PO100176191,TO3,TO3,Rwanda,RO10108404,PO10017619,PO10017619,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Air,Implantable Contraceptives,Contraceptive Implants,100129GYV01S3LR,"Etonogestrel 68 mg/Rod, 1 Rod Implant, 1 Each                                                                                   ",UNT,Each,1.0,,0.00038889,CBM,0.0625,KGM             ,317MISSION,,,,,N,N.V. Organon,"Kloosterstraat 6, NL-5349 AB, Oss, Netherlands",NL,N.V. Organon,,FCA,DDP,8.5,8.5,68256.0,580176.0,68256.0,0.0,580176.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-06-03,2021.0,2021-06,2021.0,2021-Q3,2021-04-01,2021.0,2021-04,2021.0,2021-Q3,2019-12-20,2019.0,2019-12,2020.0,2020-Q1,2021-02-26,2021.0,2021-02,2021.0,2021-Q2,2021-03-30,2021.0,2021-03,2021.0,2021 Q2,2021-04-01,2021.0,2021-04,2021.0,2021-Q3,,,2020-10-26,2020-11-02,2020-11-02,2020-11-05,2020-12-16,2020.0,2020-12,2021.0,2021-Q1,2021-01-18,2021-02-12,2021-02-28,,2021-03-15,2021-03-26,2021-03-26,2021-04-01,469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,7.0,3.0,41.0,58.0,31.0,17.0,,AD012,"The country requested to expedite the delivery of this order as consumption accelerated, and to thus switch to air shipment.",AGREED_DELIVERY_DATE,-63.0
8400,RO10084357PO100139292,TO3,TO3,Zambia,RO10084357,PO10013929,PO10013929,2,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,252.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DDP,0.7759999999999999,0.78,437000.0,339112.0,437000.0,0.0,339112.0,42783.0,Y,N,N,Y,Not On Time In Full,Not On Time In Full,On Time In Full,Between 8 and 30,18.0,1.0,2,Delivered - Late,2020-10-15,2020.0,2020-10,2021.0,2021-Q1,2020-10-15,2020.0,2020-10,2021.0,2021-Q1,2019-11-14,2019.0,2019-11,2020.0,2020-Q1,2020-10-15,2020.0,2020-10,2021.0,2021-Q1,2020-10-19,2020.0,2020-10,2021.0,2021 Q1,2020-11-02,2020.0,2020-11,2021.0,2021-Q1,,,,2020-01-29,2020-01-29,2020-01-30,2020-03-09,2020.0,2020-03,2020.0,2020-Q2,2020-07-10,2020-07-09,2020-07-09,,2020-09-09,2020-09-15,2020-09-15,2020-11-02,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,39.0,122.0,62.0,54.0,,SD000,Documents provided on time from Missionpharma,CHANGE_ORDER_DATE,
8687,RO10083321PO100129721,TO3,TO3,Uganda,RO10083321,PO10012972,PO10012972,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,175.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DDP,0.6825,0.7,760000.0,518700.0,760000.0,0.0,518700.0,24860.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-04-08,2020.0,2020-04,2020.0,2020-Q3,2020-01-31,2020.0,2020-01,2020.0,2020-Q2,2019-10-10,2019.0,2019-10,2020.0,2020-Q1,2020-01-31,2020.0,2020-01,2020.0,2020-Q2,2020-01-19,2020.0,2020-01,2020.0,2020 Q2,2020-01-31,2020.0,2020-01,2020.0,2020-Q2,,,,2019-10-15,2019-10-15,2019-10-16,2019-11-01,2019.0,2019-11,2020.0,2020-Q1,2019-12-06,,2019-12-06,,2019-12-31,2020-01-04,2020-01-04,2020-01-31,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,16.0,,,31.0,,AD012,"the initial ADD of 4/8 was driven by supply availability from the supplier and was accepted by the country. As the consumption accelerated, country requested an early delivery, and supply could be released earlier by the supplier.",AGREED_DELIVERY_DATE,-68.0
8939,RO10089222PO100155671,TO3,TO3,Madagascar,RO10089222,PO10015567,PO10015567,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Air,Other RTK,Laboratory Reagents,102097XUZ0B71AV,"Pregnancy Test Kit, hCG, Urine, 50 Each                                                                                         ",PKG,Each,50.0,,0.0008300000000000001,CBM,0.18,KGM             ,317MISSION,,,,175.0,N,Blue Cross Bio-Medical (Beijing) CO. Ltd.,"Beiqijia Industry Zone, Changping District, Beijing, China 102209",CN,Medical Export Group (MEG),,FCA,DAP,4.21,4.21,8000.0,33680.0,8000.0,0.0,33680.0,37120.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,1.0,1.0,2,Delivered - On Time,2020-12-08,2020.0,2020-12,2021.0,2021-Q1,2020-12-08,2020.0,2020-12,2021.0,2021-Q1,2020-02-07,2020.0,2020-02,2020.0,2020-Q2,2020-05-11,2020.0,2020-05,2020.0,2020-Q3,2020-12-04,2020.0,2020-12,2021.0,2021 Q1,2020-12-09,2020.0,2020-12,2021.0,2021-Q1,2020-06-01,,2020-02-24,2020-05-29,2020-06-16,2020-06-16,2020-07-06,2020.0,2020-07,2020.0,2020-Q4,2020-08-16,2020-08-19,2020-08-28,2020-08-19,2020-11-10,2020-11-16,2020-11-16,2020-12-09,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,113.0,0.0,20.0,44.0,83.0,29.0,,,,,
9766,RO10088218PO100167211,TO3,TO3,Rwanda,RO10088218,PO10016721,PO10016721,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,126.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DDP,0.7759999999999999,0.7759999999999999,382500.0,296820.0,382500.0,0.0,296820.0,14575.0,Y,N,N,N,Not On Time In Full,Not On Time In Full,Not On Time In Full,<-14,-365.0,1.0,2,Delivered - Early,2021-01-12,2021.0,2021-01,2021.0,2021-Q2,2021-11-27,2021.0,2021-11,2022.0,2022-Q1,2020-01-21,2020.0,2020-01,2020.0,2020-Q2,2020-03-31,2020.0,2020-03,2020.0,2020-Q2,2020-11-17,2020.0,2020-11,2021.0,2021 Q1,2020-11-27,2020.0,2020-11,2021.0,2021-Q1,,,2020-07-30,2020-09-03,2020-09-08,2020-09-08,2020-10-13,2020.0,2020-10,2021.0,2021-Q1,2020-10-19,2020-10-19,2020-10-19,,2020-10-29,2020-11-01,2020-11-01,2020-11-27,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,40.0,0.0,35.0,6.0,10.0,29.0,,AD012,"RDD is 3/31, ADD was 1/12/2021.
The supplier and PSM worked on a re-allocation of supply so products could be delivered to Rwanda earlier, thus reducing the pressure on stock.",AGREED_DELIVERY_DATE,319.0
10421,RO10089182PO100141031,TO3,TO3,Burundi,RO10089182,PO10014103,PO10014103,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPA08P27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, SR, 1 Vial                                                        ",UNT,Vial,1.0,,5e-05,CBM,0.00869,KGM             ,317MISSION,,,,112.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DDP,0.695,0.7,100000.0,69500.0,100000.0,0.0,69500.0,7470.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-06-09,2020.0,2020-06,2020.0,2020-Q3,2020-05-16,2020.0,2020-05,2020.0,2020-Q3,2019-10-01,2019.0,2019-10,2020.0,2020-Q1,2020-03-30,2020.0,2020-03,2020.0,2020-Q2,2020-05-19,2020.0,2020-05,2020.0,2020 Q3,2020-05-16,2020.0,2020-05,2020.0,2020-Q3,,,2020-02-03,2020-02-13,2020-02-18,2020-02-18,2020-03-13,2020.0,2020-03,2020.0,2020-Q2,2020-03-13,2020-03-13,2020-03-13,,2020-04-16,2020-04-19,2020-04-19,2020-05-16,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,15.0,0.0,24.0,0.0,34.0,30.0,,AD012,Products were needed asap to avoid a stockout in April/May due to an increased consumption.,AGREED_DELIVERY_DATE,-24.0
11453,RO10090164PO100150431,TO3,TO3,Mali,RO10090164,PO10015043,PO10015043,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPW01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, 1 Each                                             ",UNT,Each,1.0,,,,,KGM             ,317MISSION,,,,,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DDP,0.7715,0.7715,324000.0,249966.0,324000.0,0.0,249966.0,27355.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-10-22,2020.0,2020-10,2021.0,2021-Q1,2020-09-04,2020.0,2020-09,2020.0,2020-Q4,2020-02-21,2020.0,2020-02,2020.0,2020-Q2,2020-06-01,2020.0,2020-06,2020.0,2020-Q3,2020-08-12,2020.0,2020-08,2020.0,2020 Q4,2020-09-04,2020.0,2020-09,2020.0,2020-Q4,2020-03-24,,,2020-04-28,2020-04-30,2020-04-30,2020-06-09,2020.0,2020-06,2020.0,2020-Q3,2020-06-05,2020-06-09,2020-06-09,,2020-06-25,2020-06-28,2020-06-28,2020-09-04,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,37.0,0.0,40.0,0.0,16.0,71.0,,AD012,"Needed asap in country.
RDD is 6/1/2020, original ADD was 10/22/2020
Waiver was obtained earlier than expected so PSM can deliver closer to the RDD",AGREED_DELIVERY_DATE,-48.0
11779,RO10089244PO100152132,TO3,TO3,Madagascar,RO10089244,PO10015213,PO10015213,2,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Other Non-Pharma,Medical Supplies,103753XUZ0B529W,"Sharps Container, Cardboard, 5 L, White, Disposable, Water Resistant, 5 Each                                                    ",PKG,Each,5.0,,,,,KGM             ,317MISSION,,,,147.0,N,"Asean Box Corporation (Supplier, Missionpharma)","Survey No. 492/1, Vill. Mithirohar, Behind Eicher Show Room, Gandhidham, Gujarat, India",IN,Missionpharma A/S,,FCA,DAP,2.25,2.25,1400.0,3150.0,1400.0,0.0,3150.0,3236.35,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-10-23,2020.0,2020-10,2021.0,2021-Q1,2020-09-14,2020.0,2020-09,2020.0,2020-Q4,2020-02-09,2020.0,2020-02,2020.0,2020-Q2,2020-09-03,2020.0,2020-09,2020.0,2020-Q4,2020-09-09,2020.0,2020-09,2020.0,2020 Q4,2020-09-14,2020.0,2020-09,2020.0,2020-Q4,,,2020-02-24,2020-05-22,2020-05-29,2020-05-29,2020-07-10,2020.0,2020-07,2020.0,2020-Q4,2020-07-13,2020-07-08,2020-07-13,,2020-07-27,2020-08-01,2020-08-01,2020-09-14,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,95.0,0.0,42.0,-2.0,19.0,49.0,,AD012,"""Needed asap in country.RDD is 9/3/2020, original ADD was 10/23/2020
Waiver was obtained earlier than expected so PSM can deliver closer to the RDD""",AGREED_DELIVERY_DATE,-39.0
12158,RO10078179PO100124111,TO3,TO3,Zambia,RO10078179,PO10012411,PO10012411,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DDP,0.6825,0.6825,375500.0,256278.75,375500.0,0.0,256278.75,24110.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-2.0,1.0,2,Delivered - On Time,2020-02-25,2020.0,2020-02,2020.0,2020-Q2,2020-01-31,2020.0,2020-01,2020.0,2020-Q2,2019-06-28,2019.0,2019-06,2019.0,2019-Q3,2019-08-30,2019.0,2019-08,2019.0,2019-Q4,2020-01-18,2020.0,2020-01,2020.0,2020 Q2,2020-01-29,2020.0,2020-01,2020.0,2020-Q2,2019-06-28,,2019-06-28,2019-07-22,2019-07-23,2019-07-23,2019-09-10,2019.0,2019-09,2019.0,2019-Q4,2019-11-08,2019-11-06,2019-11-06,,2019-11-27,2019-12-02,2019-12-02,2020-01-29,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,49.0,57.0,21.0,63.0,,AD012,"RDD is 8/30, ADD was 2/25 
PSM could get supply earlier than expected and expedited shipment.",AGREED_DELIVERY_DATE,-25.0
12732,RO10087123PO100147721,TO3,TO3,Madagascar,RO10087123,PO10014772,PO10014772,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Other Non-Pharma,Medical Supplies,103696XUZ09C289,"Syringe, With Needle, 1 mL, 22G x 1.0 in, Auto-Disable, Sterile, Single Use, 100 Each                                           ",BOX,Each,100.0,,,,,KGM             ,317MISSION,,,,112.0,N,"Wuxi Yushou Medical Appliances Co. Ltd. (Supplier, Missionpharma)","Wuxi Yushou Medical Appliances Co. Ltd. No. 215 Xigang Road, Dongbeitang Town, Wuxi City, Jiangsu Province, China",CN,Missionpharma A/S,,FCA,DAP,5.0,5.0,9000.0,45000.0,9000.0,0.0,45000.0,9536.31,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-07-09,2020.0,2020-07,2020.0,2020-Q4,2020-07-09,2020.0,2020-07,2020.0,2020-Q4,2019-12-02,2019.0,2019-12,2020.0,2020-Q1,2020-03-31,2020.0,2020-03,2020.0,2020-Q2,2020-07-04,2020.0,2020-07,2020.0,2020 Q4,2020-07-09,2020.0,2020-07,2020.0,2020-Q4,,,2020-02-24,2020-03-11,2020-03-19,2020-03-19,2020-05-06,2020.0,2020-05,2020.0,2020-Q3,2020-04-20,2020-05-22,2020-05-27,,2020-06-05,2020-06-10,2020-06-10,2020-07-09,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,24.0,0.0,48.0,16.0,14.0,34.0,,SD020,Reprioritization of orders to avert stockout in high risk countries (specifically UG),CHANGE_ORDER_DATE,
14668,RO10076135PO100119141,TO3,TO3,Haiti,RO10076135,PO10011914,PO10011914,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,210.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DDP,0.695,0.695,955500.0,664072.5,955500.0,0.0,664072.5,13810.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-7.0,1.0,2,Delivered - On Time,2020-01-13,2020.0,2020-01,2020.0,2020-Q2,2019-11-30,2019.0,2019-11,2020.0,2020-Q1,2019-04-29,2019.0,2019-04,2019.0,2019-Q3,2019-12-13,2019.0,2019-12,2020.0,2020-Q1,2019-12-06,2019.0,2019-12,2020.0,2020 Q1,2019-11-23,2019.0,2019-11,2020.0,2020-Q1,2019-05-09,2019-05-09,2019-05-09,2019-06-11,2019-06-16,2019-06-17,2019-07-09,2019.0,2019-07,2019.0,2019-Q4,2019-09-16,2019-09-20,2019-09-20,,2019-10-03,2019-10-07,2019-10-07,2019-11-23,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,38.0,1.0,22.0,73.0,13.0,51.0,,AD012,"RDD is 12/13/2019, original ADD was 1/13/2020 which leadtime was extended to avoid the end-of-the-year blackout period.In order to avoid this blackout period and given the current logistical issues in Haiti, PSM was advised to deliver orders asap.",AGREED_DELIVERY_DATE,-44.0
14777,RO10081119PO100142011,TO3,TO3,Madagascar,RO10081119,PO10014201,PO10014201,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Air,Other RTK,Laboratory Reagents,102097XUZ0B71AV,"Pregnancy Test Kit, hCG, Urine, 50 Each                                                                                         ",PKG,Each,50.0,,0.0008300000000000001,CBM,0.18,KGM             ,317MISSION,,,,133.0,N,Blue Cross Bio-Medical (Beijing) CO. Ltd.,"Beiqijia Industry Zone, Changping District, Beijing, China 102209",CN,Medical Export Group (MEG),,FCA,DAP,4.32,4.32,4000.0,17280.0,4000.0,0.0,17280.0,16482.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-1.0,1.0,2,Delivered - On Time,2020-07-08,2020.0,2020-07,2020.0,2020-Q4,2020-08-07,2020.0,2020-08,2020.0,2020-Q4,2019-08-19,2019.0,2019-08,2019.0,2019-Q4,2019-09-26,2019.0,2019-09,2019.0,2019-Q4,2020-08-09,2020.0,2020-08,2020.0,2020 Q4,2020-08-06,2020.0,2020-08,2020.0,2020-Q4,,,2019-08-19,2020-02-25,2020-02-25,2020-02-26,2020-06-09,2020.0,2020-06,2020.0,2020-Q3,2020-05-17,2020-06-15,2020-06-15,,2020-07-24,2020-07-26,2020-07-26,2020-08-06,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,1.0,104.0,6.0,39.0,13.0,,,,,
14955,RO10087123PO100147731,TO3,TO3,Madagascar,RO10087123,PO10014773,PO10014773,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPA08P27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, SR, 1 Vial                                                        ",UNT,Vial,1.0,,5e-05,CBM,0.00869,KGM             ,317MISSION,,,,112.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DAP,0.695,0.7,900000.0,625500.0,900000.0,0.0,625500.0,11000.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,1.0,1.0,2,Delivered - On Time,2020-07-09,2020.0,2020-07,2020.0,2020-Q4,2020-07-09,2020.0,2020-07,2020.0,2020-Q4,2019-12-02,2019.0,2019-12,2020.0,2020-Q1,2020-03-31,2020.0,2020-03,2020.0,2020-Q2,2020-07-04,2020.0,2020-07,2020.0,2020 Q4,2020-07-10,2020.0,2020-07,2020.0,2020-Q4,,,2020-02-24,2020-03-11,2020-03-19,2020-03-19,2020-05-06,2020.0,2020-05,2020.0,2020-Q3,2020-04-20,2020-05-22,2020-05-27,,2020-06-05,2020-06-10,2020-06-10,2020-07-10,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,24.0,0.0,48.0,16.0,14.0,35.0,,SD020,Reprioritization of POs to avert stock out in high risk countries (specifically Uganda),CHANGE_ORDER_DATE,
17672,RO10082118PO100135721,TO3,TO3,Mali,RO10082118,PO10013572,PO10013572,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,203.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DDP,0.6825,0.69,91000.0,62107.5,91000.0,0.0,62107.5,21996.0,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-06-29,2020.0,2020-06,2020.0,2020-Q3,2020-04-10,2020.0,2020-04,2020.0,2020-Q3,2019-09-09,2019.0,2019-09,2019.0,2019-Q4,2020-05-29,2020.0,2020-05,2020.0,2020-Q3,2020-04-10,2020.0,2020-04,2020.0,2020 Q3,2020-04-10,2020.0,2020-04,2020.0,2020-Q3,,,2019-09-10,2019-10-31,2019-12-09,2019-12-09,2020-01-10,2020.0,2020-01,2020.0,2020-Q2,2020-01-10,2020-01-10,2020-01-13,,2020-02-13,2020-02-16,2020-02-16,2020-04-10,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,32.0,0.0,34.0,57.0,,AD012,"RDD is 5/29 original ADD was 6/29, supply was available earlier than expected and was pushed out earlier to mitigate delay risks due to covid-19, FO checked order could be received without issue",AGREED_DELIVERY_DATE,-80.0
17843,RO10076148PO100117792,TO3,TO3,Madagascar,RO10076148,PO10011779,PO10011779,2,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Other Non-Pharma,Medical Supplies,103696XUZ09C289,"Syringe, With Needle, 1 mL, 22G x 1.0 in, Auto-Disable, Sterile, Single Use, 100 Each                                           ",BOX,Each,100.0,,,,,KGM             ,317CORE,,,,189.0,N,"Wuxi Yushou Medical Appliances Co. Ltd. (Supplier, Missionpharma)","Wuxi Yushou Medical Appliances Co. Ltd. No. 215 Xigang Road, Dongbeitang Town, Wuxi City, Jiangsu Province, China",CN,Missionpharma A/S,,FCA,DAP,4.5,4.5,4070.0,18315.0,4070.0,0.0,18315.0,10557.56,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2019-12-04,2019.0,2019-12,2020.0,2020-Q1,2019-11-07,2019.0,2019-11,2020.0,2020-Q1,2019-05-16,2019.0,2019-05,2019.0,2019-Q3,2019-06-28,2019.0,2019-06,2019.0,2019-Q3,2019-11-03,2019.0,2019-11,2020.0,2020 Q1,2019-11-07,2019.0,2019-11,2020.0,2020-Q1,,,2019-05-16,2019-05-22,2019-05-29,2019-05-29,2019-07-01,2019.0,2019-07,2019.0,2019-Q4,2019-08-23,2019-08-26,2019-08-27,,2019-09-16,2019-09-19,2019-09-19,2019-11-07,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,33.0,56.0,21.0,52.0,,AD012,"the supplier could release production earlier than initially planned, and country is interested in getting products closer to the RDD.",AGREED_DELIVERY_DATE,-27.0
