,ROPOLine,Task Order,Condom Adjusted Task Order,Country,RO Number,PO DO IO Number,Order Number,Prime Line Number,Status Name,TLP Indicator,Order Type,Fulfillment Method,Transportation Mode,Item Tracer Category,Product Category,Item ID,ProductName,UOM,Base Unit,Base Unit Multiplier,Country Registration Status,Item Volume,Item Volume UOM,Item Weight,Item Weight UOM,Health Element,D365 Health Element,D365 Funding Source,D365 Funding Source Detail,Estimated Lead Time in Days,Emergency Order,Manufacturer Name,Manufacturer Location,Manufacture CountryCountry of Origin,Supplier,Order Pick Up Country,Vendor Incoterm,Destination Incoterm,Unit Price,List Price,Ordered Quantity,Line Total,Shipped Quantity,QAquantity,Delivery Value,Total Actual Freight Costs,In Full (IFD),On Time (OTD),Between -14 and 14,Between -30 and 30,OTIF Categories,OTIF Between -14 and 14,OTIF Between -30 and 30,Average Days Late Binned,Average Days Late,Number of Shipments,Delivery Progress,Line Delivery Status,Agreed Delivery Date,Agreed Delivery Date Year,Agreed Delivery Date Year Month,Agreed Delivery Date Fiscal Year,Agreed Delivery Date Fiscal Quarter Year,Revised Agreed Delivery Date,Revised Agreed Delivery Date Year,Revised Agreed Delivery Date Year Month,Revised Agreed Delivery Date Fiscal Year,Revised Agreed Delivery Date Fiscal Quarter Year,Order Entry Date,Order Entry Date Year,Order Entry Date Year Month,Order Entry Date Fiscal Year,Order Entry Date Fiscal Quarter Year,Requested Delivery Date,Requested Delivery Date Year,Requested Delivery Date Year Month,Requested Delivery Date Fiscal Year,Requested Delivery Date Fiscal Quarter Year,Estimated Delivery Date,Estimated Delivery Date Year,Estimated Delivery Date Year Month,Estimated Delivery Date Fiscal Year,Estimated Delivery Date Fiscal Quarter Year,Latest Actual Delivery Date,Latest Actual Delivery Date Year,Latest Actual Delivery Date Year Month,Latest Actual Delivery Date Fiscal Year,Latest Actual Delivery Date Fiscal Quarter Year,RO Clarified Date,RO Sent Plan Fulfillment Date,RO Sent Sourcing RFX Event Date,Initial PSM Source Approval Date,Recipient Approval Date,USAID Approval Date,PO Released For Fulfillment Date,PO Released For Fulfillment Date Year,PO Released For Fulfillment Date Year Month,PO Released For Fulfillment Date Fiscal Year,PO Released For Fulfillment Date Fiscal Quarter Year,Committed Goods Available Date,Actual Goods Available Date,Actual Cargo Ready Date,QA Complete Date,Max Pick Up Date,Max Ship Date,Max Departure Date,Max Arrival Date,Order Cycle Time,RO on Hold - Client,RO on Hold - Recipient,RO on Hold – Pre-RFxPre-Allocation Stage,RO on Hold – Tech Package Stage,RO on Hold – Supply Planning,On Hold Pending PO Release,On Hold Pending RO Release,Line Item Total Dwell,RO Validation,Sourcing and Planning,USAID Approval,Process PODO,Manufacture,Pick Up,Deliver,Quality Assurance,Reason Code,Reason Text,Changed Field,Reason Code Duration
6799,RO10120151RO10120151_12,TO3,TO3,Nepal,RO10120151,RO10120151_1,RO10120151,2,Shipment Created,GSC,Distribution Order,RDC,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,Registered,0.000133,CBM,0.0175,KGM             ,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,98.0,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DDP,0.88,0.88,318800.0,280544.0,318800.0,0.0,280544.0,,Y,,,,,,,,,1.0,0,Undelivered,2021-07-07,2021.0,2021-07,2021.0,2021-Q4,2021-07-07,2021.0,2021-07,2021.0,2021-Q4,2021-03-18,2021.0,2021-03,2021.0,2021-Q2,2021-06-02,2021.0,2021-06,2021.0,2021-Q3,2021-07-07,2021.0,2021-07,2021.0,2021 Q4,,,,,,,2021-03-18,,2021-03-30,2021-03-31,2021-03-31,2021-04-02,2021.0,2021-04,2021.0,2021-Q3,2021-04-06,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,,,,,,,,
7237,RO101231491,TO3,TO3,Tanzania,RO10123149,,RO10123149,1,Pending PSM Source Processing,GSC,,Direct Drop,,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,,,,,,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,,N,,,,,,,DAP,0.26,0.26,1641894.0,426892.44,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-04-27,2021.0,2021-04,2021.0,2021-Q3,2022-02-28,2022.0,2022-02,2022.0,2022-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
8068,RO101231981,TO3,TO3,Mozambique,RO10123198,,RO10123198,1,Pending PSM Source Processing,GSC,,Direct Drop,,Injectable Contraceptives,Injectable Contraceptives,100031GNE06D,"Depot (SC) Medroxyprogesterone Acetate 104 mg/0.65 mL, Pre-Filled Uniject Device, 1 Syringe                                     ",UNT,Syringe,1.0,,,,,,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,,N,,,,,,,DAP,0.85,0.85,606000.0,515100.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-05-12,2021.0,2021-05,2021.0,2021-Q3,2022-03-31,2022.0,2022-03,2022.0,2022-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
9414,RO101231511,TO3,TO3,Tanzania,RO10123151,,RO10123151,1,Pending PSM Source Processing,GSC,,Direct Drop,,Implantable Contraceptives,Contraceptive Implants,100129GYV01S,"Etonogestrel 68 mg/Rod, 1 Rod Implant, 1 Each                                                                                   ",UNT,Each,1.0,,,,,,,Family Planning and Reproduction,Mission Commodity Funding,Population,,N,,,,,,,DAP,8.5,8.5,179568.0,1526328.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-04-27,2021.0,2021-04,2021.0,2021-Q3,2022-04-30,2022.0,2022-04,2022.0,2022-Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
11762,RO101212767,TO3,TO3,Bangladesh,RO10121276,,RO10121276,7,Pending USAID Approval,GSC,,Direct Drop,Land,Injectable Contraceptives,Injectable Contraceptives,100125GPA08P32Y,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, SR, 1 Vial                                                        ",UNT,Vial,1.0,Registered,5e-05,CBM,0.0125,KGM             ,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,287.0,Y,Incepta Pharmaceuticals Ltd,"Unit 1, Injectable Potent Drug (IPD) Krishnapura, Sahabelishor, Dhamrai, Dhaka, Bangladesh",BD,Incepta Pharmaceuticals Ltd,Bangladesh,,DAP,0.53,0.53,705600.0,373968.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-04-16,2021.0,2021-04,2021.0,2021-Q3,2021-09-30,2021.0,2021-09,2021.0,2021-Q4,,,,,,,,,,,,,,2021-05-05,2021-05-06,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
11788,RO10118244RO10118244_12,TO3,TO3,Nepal,RO10118244,RO10118244_1,RO10118244,2,Shipment Waiver Requested,GSC,Distribution Order,RDC,Air,Copper-Bearing Intrauterine Devices,Intrauterine Devices ,100124TYR0EQ02L,"Copper TCu380A Intrauterine Device, 300 Each                                                                                    ",PKG,Each,300.0,,0.047,CBM,8.38028,KGM             ,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,70.0,N,Pregna International Ltd.,"Damam, India",IN,Pregna International Ltd.,United Arab Emirates,,DDP,135.0,135.0,7.0,945.0,7.0,0.0,945.0,,Y,,,,,,,,,1.0,0,Undelivered,2021-06-09,2021.0,2021-06,2021.0,2021-Q3,2021-06-09,2021.0,2021-06,2021.0,2021-Q3,2021-02-02,2021.0,2021-02,2021.0,2021-Q2,2021-03-01,2021.0,2021-03,2021.0,2021-Q2,2021-06-09,2021.0,2021-06,2021.0,2021 Q3,,,,,,,2021-02-04,,2021-03-30,2021-03-31,2021-03-31,2021-04-02,2021.0,2021-04,2021.0,2021-Q3,2021-04-05,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,55.0,0.0,2.0,,,,,,,,
12444,RO101211203,TO3,TO3,Nepal,RO10121120,,RO10121120,3,Sourcing Order Item Split,GSC,,Direct Drop,,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,,,,,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,,N,,,,,,,DDP,0.88,0.88,1.0,0.88,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-03-25,2021.0,2021-03,2021.0,2021-Q2,2021-07-23,2021.0,2021-07,2021.0,2021-Q4,,,,,,,,,,,,2021-04-08,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
12603,RO10118179PO100184971,TO3,TO3,Afghanistan,RO10118179,PO10018497,PO10018497,1,Order Released for Fulfillment,GSC,Purchase Order,Direct Drop,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOC09W2E7,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (SM), 1 Cycle                                          ",UNT,Cycle,1.0,,,,,KGM             ,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,455.0,N,Mylan Laboratories Limited,"Plot 1606 to 1609 G.I.D.C., Sarigam, India",IN,Mylan laboratories Limited,India,FCA,DAP,0.26,0.26,1500336.0,390087.36,,0.0,,,,,,,,,,,,,0,Undelivered,2022-06-06,2022.0,2022-06,2022.0,2022-Q3,2022-06-06,2022.0,2022-06,2022.0,2022-Q3,2021-01-22,2021.0,2021-01,2021.0,2021-Q2,2021-04-30,2021.0,2021-04,2021.0,2021-Q3,2022-06-07,2022.0,2022-06,2022.0,2022 Q3,,,,,,,,,2021-03-04,2021-03-04,2021-03-08,2021-04-07,2021.0,2021-04,2021.0,2021-Q3,2021-07-20,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,30.0,,,,,SD000,No delay expected.,ESTIMATED_DELIVERY_DATE,1.0
12656,RO101231741,TO3,TO3,Burundi,RO10123174,,RO10123174,1,Pending PSM Source Processing,GSC,,Direct Drop,,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,,,,,,,,,,,N,,,,,,,DDP,0.36,0.36,190800.0,68688.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-02-09,2021.0,2021-02,2021.0,2021-Q2,2021-12-31,2021.0,2021-12,2022.0,2022-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
14874,RO101211401,TO3,TO3,Haiti,RO10121140,,RO10121140,1,RO Sent to Sourcing for RFx Event,GSC,,Direct Drop,,Implantable Contraceptives,Contraceptive Implants,103915GYV01S,"Levonorgestrel 75 mg/Rod w/ Trocar, 3 Year Efficacy, 2 Rod Implant, 1 Each                                                      ",PCS,Each,1.0,,,,,,,Family Planning and Reproduction,Mission Commodity Funding,PEPFAR-TO3,,N,,,,,,,DDP,6.9,6.9,8800.0,60720.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-03-29,2021.0,2021-03,2021.0,2021-Q2,2021-09-15,2021.0,2021-09,2021.0,2021-Q4,,,,,,,,,,,,,2021-04-19,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,,,,
15365,RO1012013021,TO3,TO3,Bangladesh,RO10120130,,RO10120130,21,Pending USAID Approval,GSC,,Direct Drop,Land,Injectable Contraceptives,Injectable Contraceptives,100125GPA08P32Y,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, SR, 1 Vial                                                        ",UNT,Vial,1.0,Registered,5e-05,CBM,0.0125,KGM             ,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,175.0,Y,Incepta Pharmaceuticals Ltd,"Unit 1, Injectable Potent Drug (IPD) Krishnapura, Sahabelishor, Dhamrai, Dhaka, Bangladesh",BD,Incepta Pharmaceuticals Ltd,Bangladesh,,DAP,0.53,0.53,504000.0,267120.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-03-11,2021.0,2021-03,2021.0,2021-Q2,2021-08-31,2021.0,2021-08,2021.0,2021-Q4,,,,,,,,,,,,,,2021-05-05,2021-05-06,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
15369,RO101231431,TO3,TO3,Ghana,RO10123143,,RO10123143,1,RO Sent to Sourcing for RFx Event,GSC,,Direct Drop,,Combined Oral Contraceptives,Oral Contraceptives,100050AOC09W,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (SM), 1 Cycle                                          ",UNT,Cycle,1.0,,,,,,,Family Planning and Reproduction,Mission Commodity Funding,Population TO3,,N,,,,,,,DDP,0.26,0.26,8400000.0,2184000.0,,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,2021-04-26,2021.0,2021-04,2021.0,2021-Q3,2021-06-30,2021.0,2021-06,2021.0,2021-Q3,,,,,,,,,,,,,2021-04-29,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,
